mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,split10_train_score,split11_train_score,split12_train_score,split13_train_score,split14_train_score,mean_train_score,std_train_score
0.012373002370198567,0.00414380195350896,0.0018330732981363931,0.0008195310585699713,0.001,0.001,"{'C': 0.001, 'gamma': 0.001}",0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6265232974910392,0.009630845048418907,16,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6263743988161301,0.0006958579496693612
0.010544713338216145,0.0026756946780232306,0.0015115578969319662,0.0006734874224521032,0.001,0.01,"{'C': 0.001, 'gamma': 0.01}",0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6265232974910392,0.009630845048418907,16,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6263743988161301,0.0006958579496693612
0.008924023310343424,0.0026476423828977044,0.0015557130177815755,0.0006457622259870685,0.001,0.1,"{'C': 0.001, 'gamma': 0.1}",0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6265232974910392,0.009630845048418907,16,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6263743988161301,0.0006958579496693612
0.009889348347981771,0.003977914086231954,0.0017310301462809244,0.0013193991133835176,0.001,1.0,"{'C': 0.001, 'gamma': 1.0}",0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6265232974910392,0.009630845048418907,16,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6263743988161301,0.0006958579496693612
0.013770484924316406,0.0026817056505687347,0.002225351333618164,0.0012046814103254366,0.001,10,"{'C': 0.001, 'gamma': 10}",0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6265232974910392,0.009630845048418907,16,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6263743988161301,0.0006958579496693612
0.013705015182495117,0.0033209118430615175,0.002404324213663737,0.0014619398247286196,0.001,100,"{'C': 0.001, 'gamma': 100}",0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6265232974910392,0.009630845048418907,16,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6263743988161301,0.0006958579496693612
0.008738231658935548,0.0030615170247952,0.0020619551340738933,0.0010996190228776323,0.01,0.001,"{'C': 0.01, 'gamma': 0.001}",0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6265232974910392,0.009630845048418907,16,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6263743988161301,0.0006958579496693612
0.008995850880940756,0.00313804742760693,0.0020579973856608073,0.002094773482719811,0.01,0.01,"{'C': 0.01, 'gamma': 0.01}",0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6265232974910392,0.009630845048418907,16,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6263743988161301,0.0006958579496693612
0.012906249364217122,0.0026634993548916015,0.0012972513834635417,0.00012954465591099294,0.01,0.1,"{'C': 0.01, 'gamma': 0.1}",0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6265232974910392,0.009630845048418907,16,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6263743988161301,0.0006958579496693612
0.013290770848592122,0.004214084843039162,0.002578179041544596,0.0016182479167538163,0.01,1.0,"{'C': 0.01, 'gamma': 1.0}",0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6333333333333333,0.6265232974910392,0.009630845048418907,16,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6273584905660378,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6258823529411764,0.6263743988161301,0.0006958579496693612
